Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
124,340461476,1000,7610,0,0,7610,9962,9986,246188,352800,176400,2538,0,0,0,1042,0,677,252,0,0,0,26478.9,0.0774259,0,0,0,7610,0,0,0,2538,0,0,0,0,0,0,0,0,0,0
125,340461476,1000,7567,0,0,7567,10046,10052,246665,367000,183500,2623,0,0,0,922,0,711,254,0,0,0,26099.3,0.0750536,0,0,0,7567,0,0,0,2623,0,0,0,0,0,0,0,0,0,0
126,340461476,1000,7559,0,1,7558,10076,10010,246417,350400,175200,2445,0,0,0,991,0,751,248,0,0,0,26441.2,0.0711152,0,0,0,7558,1,0,0,2445,0,0,1,0,1,0,0,0,0,0
127,340461476,1000,7542,0,6,7536,10180,9991,246277,360800,180400,2589,0,0,0,954,0,734,237,0,0,0,26671.6,0.0754599,0,0,0,7536,6,0,0,2589,0,0,6,0,23,0,0,0,0,0
128,340461476,1000,7532,0,26,7506,10187,10106,246656,367000,183500,2566,0,0,0,986,0,722,274,0,0,0,26379.8,0.0739236,0,0,0,7506,26,0,0,2566,0,0,26,0,85,0,0,0,0,0
129,340461476,1000,7556,0,51,7505,10246,10008,246728,341760,170880,2453,0,0,0,1005,0,734,247,0,0,0,26391.9,0.0718797,0,0,0,7505,51,0,0,2453,0,0,51,0,165,0,0,0,0,0
130,340461476,1000,7520,0,82,7438,10280,10002,246847,370200,185100,2639,0,0,0,936,0,707,265,0,0,0,26354,0.0772235,0,0,0,7438,82,0,0,2635,4,0,82,0,265,0,0,0,0,0
131,340461476,1000,7514,0,118,7396,10319,10026,246567,349560,174780,2453,0,0,0,938,0,704,240,0,0,0,26712.1,0.0711885,0,0,0,7396,118,0,0,2437,16,0,119,0,365,0,0,0,0,0
132,340461476,1000,7598,0,146,7452,10277,9933,247130,356840,178420,2514,0,0,0,1008,0,687,237,0,0,0,26224.4,0.0764163,0,0,0,7452,146,0,0,2493,21,0,148,0,478,0,0,0,0,0
133,340461476,1000,7566,0,184,7382,10260,9998,247328,371080,185540,2623,0,0,0,947,0,701,278,0,0,0,26099,0.0734907,0,0,0,7382,184,0,0,2595,28,0,187,0,619,0,0,0,0,0
134,340461476,1000,7565,0,197,7368,10217,10074,246962,345760,172880,2457,0,0,0,986,0,730,257,0,0,0,26535,0.0703325,0,0,0,7368,197,0,0,2418,39,0,200,0,676,0,0,0,0,0
135,340461476,1000,7480,0,223,7257,10284,10140,247213,358040,179020,2556,0,0,0,888,0,715,258,0,0,0,26351.4,0.0767439,0,0,0,7257,223,0,0,2507,49,0,227,0,791,0,0,0,0,0
136,340461476,1000,7535,0,231,7304,10265,10141,247350,369920,184960,2538,0,0,0,990,0,678,257,0,0,0,26279.5,0.0735991,0,0,0,7304,231,0,0,2484,54,0,234,0,798,0,0,0,0,0
137,340461476,1000,7590,0,247,7343,10287,10091,247503,349240,174620,2510,0,0,0,981,0,692,234,0,0,0,26189.2,0.071041,0,0,0,7343,247,0,0,2459,51,0,250,0,890,0,0,0,0,0
138,340461476,1000,7630,0,256,7374,10245,10202,247171,357280,178640,2554,0,0,0,1001,0,702,259,0,0,0,26581.6,0.074989,0,0,0,7374,256,0,0,2486,68,0,257,0,892,0,0,0,0,0
139,340461476,1000,7648,0,274,7374,10285,9982,247601,360320,180160,2552,0,0,0,990,0,750,222,0,0,0,26209.8,0.0743999,0,0,0,7374,274,0,0,2487,65,0,276,0,959,0,0,0,0,0
140,340461476,1000,7637,0,290,7347,10252,10120,247394,353800,176900,2563,0,0,0,963,0,711,263,0,0,0,26473,0.0727405,0,0,0,7347,290,0,0,2495,68,0,293,0,1019,0,0,0,0,0
141,340461476,1000,7591,0,301,7290,10257,10121,247836,354120,177060,2523,0,0,0,914,0,724,236,0,0,0,26085.1,0.0748248,0,0,0,7290,301,0,0,2461,62,0,306,0,1108,0,0,0,0,0
142,340461476,1000,7630,1,301,7328,10408,10010,247204,365480,182740,2534,0,0,0,996,0,739,218,0,0,0,26769.3,0.0736618,0,0,0,7328,301,1,0,2458,76,0,308,1,1114,9370,0,0,0,1
143,340461476,1000,7612,1,301,7310,10340,10057,247599,355360,177680,2540,0,0,0,982,0,738,262,0,0,0,26424.6,0.0732443,0,0,0,7310,301,1,0,2458,82,0,307,1,1106,9008,0,0,0,1
144,340461476,1000,7690,4,315,7371,10337,10047,247055,349440,174720,2517,1,0,0,1032,0,709,245,0,0,0,27017.1,0.0743602,1,1,0,7371,315,4,0,2440,76,1,323,4,1151,67658,0,0,0,4
145,340461476,1000,7604,9,301,7294,10355,10107,247404,363880,181940,2609,0,0,0,931,0,768,249,0,0,0,26714.9,0.0773155,0,0,0,7294,301,8,1,2528,81,0,308,9,1091,164024,0,0,1,8
146,340461476,1000,7540,11,307,7222,10343,10187,247393,359960,179980,2520,2,0,0,918,0,729,253,0,0,0,26770.9,0.0734167,2,2,0,7222,307,9,2,2454,64,2,315,11,1091,303002,0,0,5,6
147,340461476,1000,7525,12,309,7204,10333,10275,247788,347560,173780,2419,4,0,0,986,0,749,252,0,0,0,26419.4,0.074372,4,4,0,7204,309,10,2,2330,85,4,317,12,1149,305060,0,0,6,6
148,340461476,1000,7578,15,328,7235,10331,10225,248005,370800,185400,2633,4,0,0,1047,0,724,270,0,0,0,26244.3,0.0760139,4,4,0,7235,328,13,2,2556,73,4,335,15,1201,345111,0,0,9,6
149,340461476,1000,7615,21,323,7271,10305,10355,247441,352520,176260,2590,2,0,0,978,0,716,225,0,0,0,26848.6,0.0707774,2,2,0,7271,323,20,1,2505,83,2,331,22,1191,693811,0,0,12,10
150,340461476,1000,7603,26,322,7255,10342,10272,247927,339480,169740,2447,7,0,0,1005,0,741,276,0,0,0,26401.5,0.0761619,7,7,0,7255,322,25,1,2354,86,7,331,27,1199,883244,0,0,15,12
151,340461476,1000,7608,27,322,7259,10393,10133,248083,367240,183620,2628,9,0,0,976,0,696,275,0,0,0,26283,0.0777704,9,9,0,7259,322,26,1,2543,76,9,332,27,1196,790339,0,0,14,13
152,340461476,1000,7578,25,330,7223,10388,10284,247250,364760,182380,2601,6,0,0,962,0,729,263,0,0,0,27152.2,0.071569,6,6,0,7223,330,23,2,2510,85,6,340,25,1230,623165,0,0,12,13
153,340461476,1000,7640,26,324,7290,10519,10148,248146,333320,166660,2419,7,0,0,1045,0,726,257,0,0,0,26291,0.0744384,7,7,0,7290,324,24,2,2330,82,7,334,26,1183,657058,0,0,12,14
154,340461476,1000,7669,28,328,7313,10465,10244,247796,369040,184520,2663,11,0,0,968,0,689,250,0,0,0,26674.6,0.0788762,11,11,0,7313,328,25,3,2571,81,11,335,28,1196,651220,0,0,14,14
155,340461476,1000,7637,30,301,7306,10432,10340,247751,371120,185560,2612,9,0,0,942,0,705,269,0,0,0,26752,0.072281,9,9,0,7306,301,29,1,2526,77,9,305,31,1129,852558,0,0,15,16
156,340461476,1000,7694,28,285,7381,10446,10181,248059,339840,169920,2446,8,0,0,1019,0,710,252,0,0,0,26475.2,0.0720844,8,8,0,7381,285,27,1,2355,83,8,288,29,1064,818961,0,0,15,14
157,340461476,1000,7727,29,267,7431,10454,10206,247705,376840,188420,2703,12,0,0,1028,0,726,269,0,0,0,26859.3,0.0779049,12,12,0,7431,267,29,0,2601,90,12,269,30,1004,868494,0,0,16,14
158,340461476,1000,7727,28,249,7450,10526,10177,248221,362240,181120,2632,8,0,0,977,0,740,237,0,0,0,26372.3,0.071275,8,8,0,7450,249,28,0,2558,66,8,252,29,926,847896,0,0,14,15
159,340461476,1000,7771,25,239,7507,10511,10093,248142,343320,171660,2490,6,0,0,1041,0,744,253,0,0,0,26479.3,0.0728033,6,6,0,7507,239,25,0,2417,67,6,242,26,864,742771,0,0,15,11
160,340461476,1000,7668,26,220,7422,10511,10159,248077,377120,188560,2683,12,0,0,927,0,744,286,0,0,0,26571.2,0.077127,12,12,0,7422,220,26,0,2596,75,12,223,27,791,782137,0,0,16,11
161,340461476,1000,7669,31,192,7446,10500,10101,247861,367880,183940,2536,6,0,0,1000,0,739,260,0,0,0,26813.2,0.0704582,6,6,0,7446,192,31,0,2485,45,6,194,32,670,938148,0,0,17,15
162,340461476,1000,7717,39,166,7512,10490,10109,248391,347280,173640,2504,7,0,0,1014,0,709,257,0,0,0,26308.2,0.0728856,7,7,0,7512,166,38,1,2440,57,7,168,40,580,1146517,0,0,19,21
163,340461476,1000,7734,38,138,7558,10380,10264,247990,380880,190440,2690,17,0,0,980,0,679,284,0,0,0,26733.3,0.075755,17,17,0,7558,138,37,1,2611,62,17,140,39,481,1208728,0,0,17,22
164,340461476,1000,7750,37,125,7588,10428,10138,247899,358160,179080,2557,11,0,0,1011,0,742,253,0,0,0,26847.6,0.0701884,11,11,0,7588,125,37,0,2518,28,11,126,38,423,1186604,0,0,16,22
165,340461476,1000,7737,34,101,7602,10369,10219,248316,363800,181900,2607,9,0,0,978,0,703,288,0,0,0,26453.1,0.0749599,9,9,0,7602,101,34,0,2564,34,9,101,35,322,1175891,0,0,16,19
166,340461476,1000,7723,30,86,7607,10424,10217,248007,376880,188440,2624,14,0,0,975,0,735,254,0,0,0,26783.7,0.0727132,14,14,0,7607,86,30,0,2577,33,14,86,31,270,1058389,0,0,14,17
167,340461476,1000,7789,31,72,7686,10380,10282,247761,368400,184200,2575,9,0,0,1022,0,680,276,0,0,0,27050.5,0.0710669,9,9,0,7686,72,31,0,2543,23,9,72,32,229,996658,0,0,12,20
168,340461476,1000,7720,29,55,7636,10380,10404,248191,366360,183180,2652,7,0,0,931,0,726,274,0,0,0,26640.6,0.0734271,7,7,0,7636,55,29,0,2630,15,7,55,30,159,1001193,0,0,12,18
169,340461476,1000,7719,32,44,7643,10354,10333,248127,374880,187440,2590,12,0,0,1017,0,774,244,0,0,0,26724,0.0727171,12,12,0,7643,44,32,0,2556,22,12,44,33,130,1068041,0,0,15,18
170,340461476,1000,7771,33,32,7706,10328,10387,248208,361720,180860,2595,11,0,0,1014,0,717,245,0,0,0,26661.7,0.0712868,11,11,0,7706,32,33,0,2572,12,11,32,34,85,1067849,0,0,14,20
171,340461476,1000,7758,28,28,7702,10295,10269,248049,363280,181640,2605,3,0,0,1023,0,784,252,0,0,0,26838.7,0.073708,3,3,0,7702,28,28,0,2594,8,3,28,28,67,916503,0,0,13,15
172,340461476,1000,7764,28,24,7712,10355,10347,248187,361760,180880,2559,15,0,0,1051,0,792,253,0,0,0,26718,0.0738787,15,15,0,7712,24,28,0,2533,11,15,24,28,49,819517,0,0,15,13
173,340461476,1000,7836,28,24,7784,10362,10270,248242,364840,182420,2625,5,0,0,1050,0,715,263,0,0,0,26679.7,0.0738556,5,5,0,7784,24,28,0,2611,9,5,24,28,59,837712,0,0,16,12
174,340461476,1000,7837,26,21,7790,10421,10231,248393,369680,184840,2670,5,0,0,970,0,708,261,0,0,0,26544.8,0.0731272,5,5,0,7790,21,26,0,2662,3,5,21,26,59,732766,0,0,13,13
175,340461476,1000,7719,24,21,7674,10374,10385,248229,369440,184720,2591,14,0,0,943,0,769,292,0,0,0,26724.4,0.0718049,14,14,0,7674,21,24,0,2573,4,14,21,24,58,638371,0,0,11,13
176,340461476,1000,7803,24,25,7754,10469,10177,248324,369440,184720,2554,7,0,0,1032,0,703,245,0,0,0,26644.3,0.0723375,7,7,0,7754,25,24,0,2538,9,7,25,24,69,584520,0,0,12,12
177,340461476,1000,7839,24,44,7771,10474,10150,248597,376800,188400,2676,2,0,0,1003,0,715,252,0,0,0,26385.8,0.0721209,2,2,0,7771,44,24,0,2669,5,2,44,24,131,568056,0,0,12,12
178,340461476,1000,7860,22,74,7764,10462,10159,248784,372520,186260,2640,14,0,0,981,0,708,252,0,0,0,26212.7,0.070026,14,14,0,7764,74,22,0,2625,1,14,74,22,249,476556,0,0,10,12
179,340461476,1000,7852,20,101,7731,10506,10072,248273,369160,184580,2628,5,0,0,1003,0,742,269,0,0,0,26737.1,0.0703659,5,5,0,7731,101,20,0,2612,11,5,102,20,331,415475,0,0,9,11
180,340461476,1000,7778,19,139,7620,10499,10077,248413,380040,190020,2701,2,0,0,945,0,734,285,0,0,0,26610.1,0.0724269,2,2,0,7620,139,19,0,2680,19,2,140,19,471,389342,0,0,8,11
181,340461476,1000,7709,15,191,7503,10479,10016,248571,367440,183720,2554,12,0,0,970,0,772,267,0,0,0,26464.5,0.0700191,12,12,0,7503,191,15,0,2515,27,12,193,15,677,288201,0,0,7,8
182,340461476,1000,7702,12,246,7444,10450,10044,248335,369040,184520,2581,4,0,0,987,0,709,285,0,0,0,26712.6,0.0720241,4,4,0,7444,246,11,1,2544,33,4,249,12,841,224852,0,0,6,6
183,340461476,1000,7691,11,312,7368,10363,10170,248176,379240,189620,2667,0,0,0,957,0,698,270,0,0,0,26883.2,0.0723839,0,0,0,7368,312,10,1,2619,48,0,318,11,1069,206535,0,0,5,6
184,340461476,1000,7641,11,386,7244,10359,10279,248589,355400,177700,2521,5,0,0,985,0,786,249,0,0,0,26481.3,0.0708869,5,5,0,7244,386,10,1,2447,69,5,397,11,1354,198469,0,0,5,6
185,340461476,1000,7681,8,466,7207,10378,10308,248484,356480,178240,2563,4,0,0,971,0,686,245,0,0,0,26597.1,0.0745113,4,4,0,7207,466,7,1,2481,78,4,481,8,1595,116923,0,0,4,4
186,340461476,1000,7655,8,571,7076,10413,10317,248452,369480,184740,2616,0,0,0,958,0,720,264,0,0,0,26639.5,0.0746103,0,0,0,7076,571,7,1,2520,96,0,596,8,1984,112311,0,0,4,4
187,340461476,1000,7644,8,668,6968,10478,10260,248542,353880,176940,2543,6,0,0,983,0,730,264,0,0,0,26559.5,0.0720999,6,6,0,6968,668,7,1,2413,124,6,707,8,2353,107870,0,0,4,4
188,340461476,1000,7705,6,746,6953,10474,10146,248270,363600,181800,2580,1,0,0,1029,0,715,253,0,0,0,26841.1,0.0750522,1,1,0,6953,746,6,0,2438,141,1,786,6,2644,94355,0,0,3,3
189,340461476,1000,7664,7,856,6801,10436,10145,248475,353360,176680,2596,0,0,0,986,0,752,275,0,0,0,26645.4,0.0738205,0,0,0,6801,856,7,0,2427,169,0,905,7,3003,142415,0,0,3,4
190,340461476,1000,7647,6,950,6691,10442,10185,248579,347560,173780,2540,5,0,0,959,0,718,258,0,0,0,26550.4,0.0754059,5,5,0,6691,950,6,0,2331,204,5,1014,6,3387,133273,0,0,3,3
191,340461476,1000,7609,7,1070,6532,10434,10231,248824,358400,179200,2588,2,0,0,961,0,730,269,0,0,0,26314,0.0763909,2,2,0,6532,1070,7,0,2383,203,2,1143,7,3894,173787,0,0,3,4
192,340461476,1000,7585,7,1179,6399,10440,10283,248493,347360,173680,2522,0,0,0,980,0,742,262,0,0,0,26653.4,0.0734208,0,0,0,6399,1179,7,0,2271,251,0,1278,7,4299,167102,0,0,3,4
193,340461476,1000,7623,5,1310,6308,10403,10147,248692,350840,175420,2563,4,0,0,1025,0,712,275,0,0,0,26462.4,0.0767313,4,4,0,6308,1310,4,1,2274,285,4,1442,5,4881,124897,0,0,3,2
194,340461476,1000,7706,11,1429,6266,10389,10155,248650,347560,173780,2581,1,0,0,1023,0,695,245,0,0,0,26512.2,0.0754259,1,1,0,6266,1429,7,4,2300,280,1,1604,11,5314,301797,0,0,5,6
195,340461476,1000,7689,14,1553,6122,10407,10179,248572,345640,172820,2609,0,0,0,984,0,741,260,0,0,0,26597.6,0.0762808,0,0,0,6122,1553,9,5,2267,342,0,1783,14,5895,360397,0,0,6,8
196,340461476,1000,7727,18,1633,6076,10436,10163,248652,345560,172780,2574,7,0,0,1032,0,755,239,0,0,0,26524.8,0.0769518,7,7,0,6076,1633,8,10,2184,383,7,1908,18,6317,500008,0,0,7,11
197,340461476,1000,7720,23,1772,5925,10373,10208,248520,349520,174760,2625,5,0,0,974,0,747,234,0,0,0,26663.8,0.0767589,5,5,0,5925,1772,11,12,2245,375,5,2105,23,6948,618587,0,0,6,17
198,340461476,1000,7707,27,1820,5860,10396,10274,248841,345320,172660,2572,8,0,0,994,0,735,272,0,0,0,26349.4,0.0762868,8,8,0,5860,1820,15,12,2123,441,8,2203,27,7204,788032,0,0,9,18
199,340461476,1000,7718,32,1926,5760,10421,10262,248494,344920,172460,2568,7,0,0,981,0,716,254,0,0,0,26702.9,0.0763044,7,7,0,5760,1926,18,14,2124,437,7,2354,32,7739,939068,0,0,9,23
200,340461476,1000,7725,39,1983,5703,10433,10164,248948,355440,177720,2630,9,0,0,980,0,702,271,0,0,0,26255.1,0.0774176,9,9,0,5703,1983,19,20,2138,483,9,2465,39,8091,1059210,0,0,11,28
201,340461476,1000,7683,45,2055,5583,10473,10116,248472,343960,171980,2569,17,0,0,1003,0,773,272,0,0,0,26737.1,0.0738665,17,17,0,5583,2055,19,26,2083,469,17,2568,46,8435,1181933,0,0,17,28
202,340461476,1000,7733,51,2182,5500,10423,10199,248144,339720,169860,2548,12,0,0,1043,0,754,239,0,0,0,27070.9,0.0777332,12,12,0,5500,2182,23,28,2033,503,12,2749,53,9054,1371524,0,0,22,29
203,340461476,1000,7651,68,2224,5359,10424,10201,248970,346840,173420,2645,12,0,0,944,0,772,254,0,0,0,26250.4,0.0796858,12,12,0,5359,2224,27,41,2111,522,12,2853,78,9385,1914203,0,0,27,41
204,340461476,1000,7665,72,2281,5312,10468,10250,248507,340400,170200,2555,26,0,0,958,0,705,239,0,0,0,26718.8,0.0756846,26,26,0,5312,2281,24,48,1965,564,26,2982,82,9761,1896197,0,0,27,45
205,340461476,1000,7681,86,2323,5272,10455,10259,248758,334040,167020,2519,23,0,0,997,0,723,258,0,0,0,26473,0.0784924,23,23,0,5272,2323,29,57,1942,554,23,3073,97,10061,2556294,0,0,37,50
206,340461476,1000,7711,100,2343,5268,10388,10275,248572,349680,174840,2628,20,0,0,1042,0,736,276,0,0,0,26663.9,0.0792509,20,20,0,5268,2343,35,65,2009,599,20,3184,114,10298,3196016,0,0,49,54
207,340461476,1000,7651,120,2365,5166,10350,10330,248607,333680,166840,2583,34,0,0,952,0,747,265,0,0,0,26633.8,0.0762524,34,34,0,5166,2365,34,86,1949,600,34,3272,130,10486,3842045,0,0,63,61
208,340461476,1000,7637,138,2350,5149,10328,10306,248867,334040,167020,2525,32,0,0,993,0,726,281,0,0,0,26378.4,0.0798182,32,32,0,5149,2350,39,99,1897,596,32,3281,163,10500,4551740,0,0,78,70
209,340461476,1000,7650,161,2403,5086,10338,10271,248580,339000,169500,2583,41,0,0,979,0,705,261,0,0,0,26669.8,0.0789677,41,41,0,5086,2403,47,114,1950,592,41,3399,198,10845,5521647,0,0,89,85
210,340461476,1000,7714,179,2431,5104,10400,10162,248532,342080,171040,2596,52,0,0,1031,0,723,244,0,0,0,26722.2,0.0786721,52,52,0,5104,2431,54,125,1940,604,52,3454,225,11035,6406952,0,0,100,95
211,340461476,1000,7742,187,2469,5086,10428,10272,248509,340240,170120,2619,48,0,0,994,0,694,272,0,0,0,26749.3,0.0781167,48,48,0,5086,2469,57,130,1955,616,48,3549,241,11401,6690468,0,0,113,95
212,340461476,1000,7736,206,2472,5058,10417,10291,248588,337920,168960,2583,58,0,0,987,0,743,250,0,0,0,26674.3,0.078619,58,58,0,5058,2472,64,142,1899,626,58,3563,262,11376,7110259,0,0,125,101
213,340461476,1000,7701,217,2430,5054,10405,10411,248588,341120,170560,2597,62,0,0,988,0,723,300,0,0,0,26678.2,0.0789368,62,62,0,5054,2430,65,152,1905,630,62,3521,301,11123,7442537,0,0,133,109
214,340461476,1000,7747,231,2430,5086,10415,10361,248748,349560,174780,2607,57,0,0,998,0,697,255,0,0,0,26521.9,0.0782075,57,57,0,5086,2430,70,161,1924,626,57,3561,316,11130,7945044,0,0,146,116
215,340461476,1000,7803,236,2404,5163,10435,10264,248538,330960,165480,2553,70,0,0,1040,0,740,244,0,0,0,26735.4,0.0758722,70,70,0,5163,2404,74,162,1861,622,70,3509,327,10984,8204610,0,0,155,113
216,340461476,1000,7775,229,2385,5161,10398,10161,248374,345880,172940,2659,73,0,0,1025,0,751,302,0,0,0,26902.9,0.0807815,73,73,0,5161,2385,77,152,1982,604,73,3488,324,10970,8271578,0,0,149,112
217,340461476,1000,7752,238,2375,5139,10494,10108,248884,340800,170400,2632,69,0,0,992,0,731,284,0,0,0,26396.2,0.0777809,69,69,0,5139,2375,80,158,1933,630,69,3458,313,10772,8205781,0,0,145,121
218,340461476,1000,7702,238,2313,5151,10465,9968,248934,339320,169660,2577,68,0,0,980,0,767,263,0,0,0,26349.4,0.0774536,68,68,0,5151,2313,79,159,1882,627,68,3378,305,10531,8087925,0,0,132,128
219,340461476,1000,7714,237,2234,5243,10420,10077,248556,348040,174020,2621,71,0,0,993,0,716,265,0,0,0,26730.5,0.0776536,71,71,0,5243,2234,82,155,1979,571,71,3289,318,10118,8301590,0,0,132,131
220,340461476,1000,7609,237,2166,5206,10355,10247,248211,338200,169100,2553,75,0,0,956,0,785,276,0,0,0,27078.5,0.076803,75,75,0,5206,2166,86,151,1884,594,75,3185,332,9745,8594432,0,0,134,135
221,340461476,1000,7660,240,2087,5333,10332,10146,248750,337360,168680,2540,74,0,0,1025,0,718,256,0,0,0,26542.3,0.0800664,74,74,0,5333,2087,92,148,1898,568,74,3062,337,9310,8930856,0,0,141,131
222,340461476,1000,7629,236,2022,5371,10269,10232,248791,344960,172480,2647,64,0,0,954,0,718,267,0,0,0,26504.1,0.0786766,64,64,0,5371,2022,93,143,2052,531,64,2936,346,8895,8516574,0,0,135,137
223,340461476,1000,7757,242,1981,5534,10342,10046,248810,336760,168380,2535,71,0,0,1019,0,653,238,0,0,0,26487.8,0.0768325,71,71,0,5534,1981,97,145,1914,550,71,2871,364,8807,8684584,0,0,140,141
224,340461476,1000,7726,253,1866,5607,10362,10118,248981,339560,169780,2591,75,0,0,999,0,781,249,0,0,0,26319.3,0.0786548,75,75,0,5607,1866,102,151,2018,498,75,2697,390,8276,9171864,0,0,145,146
225,340461476,1000,7662,259,1787,5616,10341,10201,248639,351400,175700,2623,69,0,0,959,0,754,269,0,0,0,26663.8,0.0775101,69,69,0,5616,1787,104,155,2058,496,69,2556,405,7905,9299186,0,0,144,156
226,340461476,1000,7677,273,1724,5680,10392,10142,249090,341920,170960,2541,88,0,0,978,0,703,260,0,0,0,26215.2,0.0758788,88,88,0,5680,1724,107,166,1968,485,88,2452,430,7580,9636869,0,0,144,166
227,340461476,1000,7657,275,1656,5726,10399,10172,248770,346120,173060,2565,76,0,0,967,0,723,264,0,0,0,26537.5,0.0766706,76,76,0,5726,1656,124,151,2053,436,76,2319,437,7208,10214229,0,0,138,182
228,340461476,1000,7650,277,1623,5750,10448,10116,248474,352400,176200,2616,78,0,0,976,0,745,238,0,0,0,26835.8,0.0766715,78,78,0,5750,1623,129,148,2082,456,78,2257,456,7066,10071012,0,0,141,192
229,340461476,1000,7662,276,1564,5822,10458,10076,248359,341520,170760,2572,85,0,0,969,0,714,243,0,0,0,26952.9,0.0761514,85,85,0,5822,1564,133,143,2045,442,85,2176,471,6828,10036280,0,0,142,191
230,340461476,1000,7633,281,1563,5789,10396,10180,248702,346360,173180,2545,77,0,0,938,0,697,270,0,0,0,26612,0.0789204,77,77,0,5789,1563,139,142,2073,395,77,2143,488,6663,10585327,0,0,154,187
231,340461476,1000,7599,281,1506,5812,10425,10212,248882,358840,179420,2579,84,0,0,945,0,703,276,0,0,0,26434,0.0768333,84,84,0,5812,1506,149,132,2082,413,84,2037,483,6342,10176793,0,0,156,184
232,340461476,1000,7628,295,1472,5861,10463,10231,248623,348120,174060,2542,77,0,0,1033,0,755,249,0,0,0,26694.9,0.0736651,77,77,0,5861,1472,169,126,2070,395,77,1983,481,6130,10440770,0,0,162,194
233,340461476,1000,7625,299,1452,5874,10442,10263,248867,338440,169220,2551,90,0,0,998,0,739,262,0,0,0,26452.7,0.076683,90,90,0,5874,1452,174,125,2076,385,90,1949,495,6070,10519383,0,0,168,191
234,340461476,1000,7559,280,1486,5793,10453,10325,248732,343360,171680,2574,90,0,0,963,0,736,293,0,0,0,26589.5,0.0781607,90,90,0,5793,1486,160,120,2133,351,90,1977,451,6089,9466920,0,0,162,173
235,340461476,1000,7650,274,1548,5828,10441,10324,248854,345520,172760,2535,90,0,0,1040,0,706,243,0,0,0,26469.2,0.0774391,90,90,0,5828,1548,160,114,2074,371,90,2066,426,6305,9006453,0,0,161,164
236,340461476,1000,7710,252,1640,5818,10452,10285,248647,347320,173660,2618,75,0,0,1030,0,692,278,0,0,0,26677.9,0.0766069,75,75,0,5818,1640,146,106,2158,385,75,2178,388,6613,8299224,0,0,145,151
237,340461476,1000,7681,242,1733,5706,10461,10209,248990,349800,174900,2599,76,0,0,986,0,738,277,0,0,0,26336.5,0.0768107,76,76,0,5706,1733,132,110,2132,391,76,2304,368,6918,7740903,0,0,142,145
238,340461476,1000,7741,239,1917,5585,10519,10188,248591,345920,172960,2567,73,0,0,1020,0,710,250,0,0,0,26737,0.0752901,73,73,0,5585,1917,128,111,2082,412,73,2629,363,7634,7579348,0,0,136,145
239,340461476,1000,7754,227,2107,5420,10455,10271,248609,347040,173520,2615,66,0,0,1009,0,742,254,0,0,0,26720.5,0.0772924,66,66,0,5420,2107,114,113,2089,460,66,2997,340,8578,7189459,0,0,127,138
240,340461476,1000,7786,211,2378,5197,10428,10282,248400,347680,173840,2630,68,0,0,1030,0,729,269,0,0,0,26930.9,0.0769954,68,68,0,5197,2378,91,120,2096,466,68,3424,339,9642,6315296,0,0,121,132
241,340461476,1000,7655,198,2563,4894,10431,10331,248485,336000,168000,2589,65,0,0,941,0,798,274,0,0,0,26847.3,0.0774589,65,65,0,4894,2563,81,117,1970,554,65,3808,335,10711,5805431,0,0,115,127
242,340461476,1000,7635,188,2745,4702,10535,10329,248661,337040,168520,2499,61,0,0,1001,0,746,275,0,0,0,26672.6,0.0799026,61,61,0,4702,2745,72,116,1861,577,61,4253,312,11710,5450514,0,0,112,111
243,340461476,1000,7619,178,2954,4487,10563,10380,248298,337320,168660,2602,57,0,0,1017,0,775,258,0,0,0,27036.9,0.0791379,57,57,0,4487,2954,61,117,1874,671,57,4787,300,12745,5559536,0,0,108,104
244,340461476,1000,7628,176,3163,4289,10580,10365,248933,327200,163600,2553,50,0,0,995,0,726,260,0,0,0,26403.2,0.0801521,50,50,0,4289,3163,57,119,1830,673,50,5266,286,13761,5435969,0,0,104,105
245,340461476,1000,7628,157,3370,4101,10529,10382,248547,323360,161680,2534,59,0,0,984,0,724,260,0,0,0,26790.3,0.0806942,59,59,0,4101,3370,48,109,1733,742,59,5867,260,15080,4775449,0,0,98,91
246,340461476,1000,7616,159,3597,3860,10495,10353,248570,331080,165540,2560,49,0,0,975,0,722,265,0,0,0,26768.5,0.0828499,49,49,0,3860,3597,41,118,1688,823,49,6573,266,16659,4866353,0,0,96,93
