Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected
130,340461476,1000,7504,0,105,7399,10122,10032,246960,356760,178380,2508,0,0,0,993,0,686,254,0,0,0,26241,0.0749538,0,0,0,7399,105,0,0,2502,6,0,105,0,382,0,0,0
131,340461476,1000,7572,0,135,7437,10201,9980,246612,349680,174840,2492,0,0,0,992,0,691,233,0,0,0,26667.1,0.0735536,0,0,0,7437,135,0,0,2476,16,0,135,0,498,0,0,0
132,340461476,1000,7545,0,164,7381,10150,10082,246835,358280,179140,2569,0,0,0,901,0,673,255,0,0,0,26519.4,0.0762614,0,0,0,7381,164,0,0,2542,27,0,164,0,587,0,0,0
133,340461476,1000,7584,0,178,7406,10208,10030,246840,364360,182180,2509,0,0,0,1010,0,714,257,0,0,0,26587,0.0740187,0,0,0,7406,178,0,0,2470,39,0,178,0,603,0,0,0
134,340461476,1000,7607,0,190,7417,10180,10024,247181,361120,180560,2591,0,0,0,999,0,695,281,0,0,0,26316,0.072969,0,0,0,7417,190,0,0,2550,41,0,190,0,649,0,0,0
135,340461476,1000,7586,0,203,7383,10185,10089,246886,352960,176480,2565,0,0,0,995,0,738,278,0,0,0,26678.4,0.0728732,0,0,0,7383,203,0,0,2516,49,0,205,0,659,0,0,0
136,340461476,1000,7560,0,230,7330,10203,10146,246569,354000,177000,2558,0,0,0,942,0,701,267,0,0,0,27060.5,0.0755849,0,0,0,7330,230,0,0,2510,48,0,233,0,756,0,0,0
137,340461476,1000,7689,0,245,7444,10165,10110,246842,361920,180960,2553,0,0,0,1049,0,684,236,0,0,0,26850.2,0.076442,0,0,0,7444,245,0,0,2498,55,0,249,0,836,0,0,0
138,340461476,1000,7700,0,252,7448,10174,9973,247429,355440,177720,2614,0,0,0,978,0,720,247,0,0,0,26323.6,0.0741881,0,0,0,7448,252,0,0,2557,57,0,256,0,834,0,0,0
139,340461476,1000,7661,0,270,7391,10213,10034,247536,364040,182020,2579,0,0,0,946,0,720,265,0,0,0,26274.8,0.0740592,0,0,0,7391,270,0,0,2511,68,0,276,0,897,0,0,0
140,340461476,1000,7722,0,282,7440,10271,9996,246952,357960,178980,2533,0,0,0,994,0,693,240,0,0,0,26915,0.0721757,0,0,0,7440,282,0,0,2469,64,0,289,0,942,0,0,0
141,340461476,1000,7776,0,293,7483,10335,10032,247676,370040,185020,2636,0,0,0,1001,0,709,238,0,0,0,26245.1,0.07519,0,0,0,7483,293,0,0,2566,70,0,301,0,1004,0,0,0
142,340461476,1000,7775,0,302,7473,10303,10119,247228,368440,184220,2645,0,0,0,1001,0,736,266,0,0,0,26745.3,0.0709251,0,0,0,7473,302,0,0,2569,76,0,314,0,1076,0,0,0
143,340461476,1000,7740,0,302,7438,10278,9945,247532,357680,178840,2573,0,0,0,980,0,761,254,0,0,0,26491.6,0.0725907,0,0,0,7438,302,0,0,2509,64,0,311,0,1068,0,0,0
144,340461476,1000,7677,2,311,7364,10325,9969,247209,369680,184840,2649,0,0,0,930,0,726,267,0,0,0,26863.1,0.0740652,0,0,0,7364,311,2,0,2567,82,0,320,2,1100,49921,0,0
145,340461476,1000,7601,6,317,7278,10303,10083,247788,367400,183700,2543,0,0,0,938,0,761,253,0,0,0,26330.9,0.0726659,0,0,0,7278,317,6,0,2455,88,0,326,6,1123,134354,0,0
146,340461476,1000,7580,9,316,7255,10378,10074,247303,358480,179240,2508,2,0,0,953,0,726,248,0,0,0,26860.9,0.0716681,2,2,0,7255,316,8,1,2428,78,2,329,9,1078,316191,0,0
147,340461476,1000,7476,15,311,7150,10331,10236,247351,363440,181720,2549,4,0,0,910,0,722,292,0,0,0,26856.4,0.0749301,4,4,0,7150,311,15,0,2469,76,4,324,15,1096,426867,0,0
148,340461476,1000,7495,20,309,7166,10380,10075,247784,358360,179180,2497,2,0,0,959,0,714,226,0,0,0,26465.3,0.0738949,2,2,0,7166,309,20,0,2411,84,2,322,20,1101,508701,0,0
149,340461476,1000,7554,20,322,7212,10318,9998,247882,352160,176080,2492,7,0,0,996,0,700,237,0,0,0,26407.6,0.073851,7,7,0,7212,322,20,0,2402,83,7,334,20,1131,543659,0,0
150,340461476,1000,7525,21,317,7187,10383,10124,247453,356080,178040,2558,11,0,0,955,0,725,259,0,0,0,26875.5,0.0749875,11,11,0,7187,317,20,1,2473,74,11,331,21,1132,630065,0,0
151,340461476,1000,7520,25,321,7174,10404,10171,247867,352440,176220,2494,4,0,0,982,0,736,251,0,0,0,26499,0.075476,4,4,0,7174,321,22,3,2397,93,4,335,25,1197,655068,0,0
152,340461476,1000,7566,23,313,7230,10338,10086,248261,350920,175460,2517,8,0,0,997,0,715,236,0,0,0,26141.2,0.0751873,8,8,0,7230,313,18,5,2431,78,8,326,23,1182,579934,0,0
153,340461476,1000,7557,26,308,7223,10358,10093,247967,353640,176820,2532,7,0,0,989,0,734,264,0,0,0,26470,0.0744932,7,7,0,7223,308,20,6,2460,65,7,324,26,1181,744091,0,0
154,340461476,1000,7644,28,298,7318,10341,10104,248021,359720,179860,2572,9,0,0,1014,0,662,265,0,0,0,26449.6,0.0748501,9,9,0,7318,298,24,4,2473,90,9,311,28,1122,770715,0,0
155,340461476,1000,7701,30,296,7375,10389,10109,247917,355960,177980,2586,11,0,0,1024,0,728,239,0,0,0,26586,0.0735283,11,11,0,7375,296,26,4,2498,77,11,309,30,1114,822327,0,0
156,340461476,1000,7582,31,277,7274,10369,10199,248430,357280,178640,2590,8,0,0,887,0,754,252,0,0,0,26104.2,0.0746881,8,8,0,7274,277,27,4,2517,65,8,288,31,1032,867334,0,0
157,340461476,1000,7584,25,256,7303,10278,10186,248137,352160,176080,2462,9,0,0,994,0,746,246,0,0,0,26427.3,0.0730637,9,9,0,7303,256,22,3,2366,87,9,266,25,930,661484,0,0
158,340461476,1000,7614,35,227,7352,10271,10227,247945,358880,179440,2581,9,0,0,983,0,712,241,0,0,0,26648.3,0.0750434,9,9,0,7352,227,32,3,2502,70,9,236,36,814,1017717,0,0
159,340461476,1000,7712,40,203,7469,10324,10200,247882,363840,181920,2590,6,0,0,1071,0,733,240,0,0,0,26739.3,0.074254,6,6,0,7469,203,37,3,2517,67,6,212,40,746,1177028,0,0
160,340461476,1000,7673,35,188,7450,10268,10247,247938,347920,173960,2593,13,0,0,1000,0,753,286,0,0,0,26710.2,0.0734918,13,13,0,7450,188,33,2,2518,62,13,196,35,685,1156785,0,0
161,340461476,1000,7578,35,160,7383,10258,10179,248507,356440,178220,2562,9,0,0,947,0,780,262,0,0,0,26167.2,0.0767711,9,9,0,7383,160,34,1,2505,48,9,166,35,575,1174929,0,0
162,340461476,1000,7582,33,145,7404,10252,10041,248236,363800,181900,2553,8,0,0,976,0,715,257,0,0,0,26463.2,0.0734125,8,8,0,7404,145,32,1,2487,58,8,151,33,481,977455,0,0
163,340461476,1000,7619,33,128,7458,10166,10136,248271,361000,180500,2559,12,0,0,1007,0,694,276,0,0,0,26452.3,0.072741,12,12,0,7458,128,31,2,2504,43,12,134,34,432,999441,0,0
164,340461476,1000,7619,35,102,7482,10242,10164,248145,359000,179500,2590,7,0,0,953,0,714,239,0,0,0,26601.6,0.0732752,7,7,0,7482,102,33,2,2554,29,7,107,35,349,1078020,0,0
165,340461476,1000,7614,32,90,7492,10270,10145,248006,365680,182840,2555,12,0,0,959,0,721,243,0,0,0,26763.1,0.0740992,12,12,0,7492,90,32,0,2501,42,12,92,32,302,1022024,0,0
166,340461476,1000,7593,34,73,7486,10236,10169,248362,355440,177720,2524,12,0,0,945,0,737,229,0,0,0,26428.7,0.0731871,12,12,0,7486,73,33,1,2485,27,12,75,34,240,962053,0,0
167,340461476,1000,7620,37,65,7518,10308,10084,248367,368960,184480,2549,10,0,0,976,0,682,267,0,0,0,26444.5,0.0743548,10,10,0,7518,65,36,1,2525,14,10,67,37,199,1141454,0,0
168,340461476,1000,7632,34,52,7546,10324,10076,247952,360680,180340,2583,8,0,0,980,0,696,272,0,0,0,26879.6,0.0716732,8,8,0,7546,52,33,1,2553,22,8,54,34,167,1027264,0,0
169,340461476,1000,7656,36,37,7583,10291,10112,248502,362760,181380,2542,13,0,0,1002,0,713,265,0,0,0,26349,0.0745249,13,13,0,7583,37,35,1,2514,15,13,38,36,108,1039296,0,0
170,340461476,1000,7615,33,29,7553,10377,10168,248246,365480,182740,2600,9,0,0,917,0,707,251,0,0,0,26623.7,0.0726348,9,9,0,7553,29,32,1,2578,13,9,30,33,85,1000134,0,0
171,340461476,1000,7571,32,23,7516,10383,10211,248244,357240,178620,2491,10,0,0,979,0,765,258,0,0,0,26643.7,0.0728457,10,10,0,7516,23,32,0,2473,8,10,23,32,70,887435,0,0
172,340461476,1000,7493,29,18,7446,10381,10229,248330,363320,181660,2548,12,0,0,982,0,790,270,0,0,0,26575,0.074582,12,12,0,7446,18,29,0,2529,7,12,18,29,60,757799,0,0
173,340461476,1000,7593,29,13,7551,10361,10238,248382,366040,183020,2584,11,0,0,1028,0,697,231,0,0,0,26539.7,0.0731449,11,11,0,7551,13,29,0,2569,4,11,13,29,38,792855,0,0
174,340461476,1000,7655,21,12,7622,10338,10148,248156,347240,173620,2525,6,0,0,1005,0,702,241,0,0,0,26781.8,0.072505,6,6,0,7622,12,21,0,2516,3,6,12,21,26,557413,0,0
175,340461476,1000,7584,17,15,7552,10314,10151,248242,352720,176360,2540,7,0,0,956,0,731,296,0,0,0,26711.4,0.0771278,7,7,0,7552,15,17,0,2531,2,7,15,17,29,394131,0,0
176,340461476,1000,7623,12,29,7582,10300,10235,248602,369800,184900,2542,9,0,0,991,0,712,240,0,0,0,26366.3,0.0757297,9,9,0,7582,29,12,0,2528,5,9,29,12,88,239765,0,0
177,340461476,1000,7746,11,53,7682,10261,10218,248208,367640,183820,2593,3,0,0,1077,0,692,262,0,0,0,26774.8,0.0712989,3,3,0,7682,53,11,0,2586,4,3,53,11,167,189229,0,0
178,340461476,1000,7736,11,79,7646,10209,10289,248422,363440,181720,2662,3,0,0,937,0,683,264,0,0,0,26574.7,0.0728288,3,3,0,7646,79,11,0,2655,4,3,79,11,266,181742,0,0
179,340461476,1000,7776,9,117,7650,10129,10240,248312,367760,183880,2592,4,0,0,992,0,715,237,0,0,0,26698.1,0.07312,4,4,0,7650,117,9,0,2575,13,4,117,9,429,137547,0,0
180,340461476,1000,7746,7,159,7580,10165,10125,248551,360560,180280,2576,3,0,0,1006,0,752,284,0,0,0,26472.1,0.0725966,3,3,0,7580,159,7,0,2548,25,3,159,7,577,105742,0,0
181,340461476,1000,7661,7,206,7448,10231,10149,248622,373200,186600,2645,2,0,0,999,0,782,302,0,0,0,26413.5,0.0734193,2,2,0,7448,206,7,0,2619,24,2,212,7,720,101600,0,0
182,340461476,1000,7589,6,280,7303,10216,10150,248720,356840,178420,2573,2,0,0,980,0,758,294,0,0,0,26327.6,0.0707758,2,2,0,7303,280,6,0,2530,41,2,289,6,990,71422,0,0
183,340461476,1000,7560,7,359,7194,10255,10322,248301,353680,176840,2547,1,0,0,939,0,719,249,0,0,0,26758.2,0.0737797,1,1,0,7194,359,7,0,2498,48,1,370,7,1279,77693,0,0
184,340461476,1000,7516,6,410,7100,10289,10305,248522,360600,180300,2541,2,0,0,986,0,751,279,0,0,0,26548.3,0.0756564,2,2,0,7100,410,6,0,2468,71,2,427,6,1456,67215,0,0
185,340461476,1000,7602,5,501,7096,10296,10285,248826,353560,176780,2563,2,0,0,1021,0,678,257,0,0,0,26255.1,0.0736226,2,2,0,7096,501,5,0,2469,92,2,526,5,1754,47649,0,0
186,340461476,1000,7594,4,613,6977,10315,10259,248643,353520,176760,2577,1,0,0,991,0,738,261,0,0,0,26448.5,0.0742592,1,1,0,6977,613,4,0,2470,106,1,652,4,2210,32727,0,0
187,340461476,1000,7663,2,699,6962,10357,10207,248484,353880,176940,2563,2,0,0,1039,0,700,270,0,0,0,26617.5,0.0748146,2,2,0,6962,699,2,0,2441,120,2,752,2,2489,13769,0,0
188,340461476,1000,7654,2,792,6860,10351,10225,248369,352960,176480,2586,1,0,0,995,0,732,272,0,0,0,26742.1,0.0752161,1,1,0,6860,792,2,0,2423,162,1,872,2,2840,13210,0,0
189,340461476,1000,7606,2,903,6701,10373,10211,248377,359600,179800,2616,0,0,0,937,0,726,259,0,0,0,26743.4,0.0757653,0,0,0,6701,903,2,0,2413,203,0,1016,2,3225,12708,0,0
190,340461476,1000,7632,3,992,6637,10308,10221,248439,350160,175080,2506,1,0,0,993,0,723,244,0,0,0,26690.4,0.07437,1,1,0,6637,992,3,0,2335,170,1,1131,3,3591,102313,0,0
191,340461476,1000,7689,5,1102,6582,10232,10354,248713,356640,178320,2581,1,0,0,1009,0,702,250,0,0,0,26425,0.0762235,1,1,0,6582,1102,3,2,2347,233,1,1262,5,3987,128339,0,0
192,340461476,1000,7735,6,1185,6544,10225,10283,248306,358760,179380,2639,0,0,0,1067,0,731,290,0,0,0,26840.4,0.0740944,0,0,0,6544,1185,4,2,2356,283,0,1404,6,4436,88380,0,0
193,340461476,1000,7728,8,1266,6454,10275,10355,248347,344200,172100,2590,3,0,0,975,0,717,265,0,0,0,26807.4,0.0748143,3,3,0,6454,1266,6,2,2341,246,3,1516,8,4824,166818,0,0
194,340461476,1000,7723,13,1380,6330,10255,10385,248768,354520,177260,2580,3,0,0,1002,0,733,274,0,0,0,26394.2,0.0778832,3,3,0,6330,1380,9,4,2253,324,3,1654,13,5227,438382,0,0
195,340461476,1000,7681,20,1465,6196,10286,10369,248714,356600,178300,2627,2,0,0,977,0,759,260,0,0,0,26455.6,0.0744504,2,2,0,6196,1465,15,5,2286,339,2,1781,20,5621,618625,0,0
196,340461476,1000,7732,27,1582,6123,10346,10386,248756,346120,173060,2558,8,0,0,1032,0,745,236,0,0,0,26420.8,0.0741885,8,8,0,6123,1582,18,9,2218,332,8,1944,27,6211,803267,0,0
197,340461476,1000,7714,29,1659,6026,10366,10268,248194,340280,170140,2544,6,0,0,1041,0,788,271,0,0,0,26989.8,0.0763343,6,6,0,6026,1659,19,10,2166,372,6,2075,34,6660,818413,0,0
198,340461476,1000,7688,30,1741,5917,10426,10258,248770,357560,178780,2684,9,0,0,994,0,734,286,0,0,0,26420.4,0.0793163,9,9,0,5917,1741,17,13,2268,407,9,2193,36,6961,970409,0,0
199,340461476,1000,7746,45,1875,5826,10453,10119,248623,341280,170640,2554,10,0,0,1006,0,696,252,0,0,0,26573.9,0.0738909,10,10,0,5826,1875,20,25,2130,414,10,2384,52,7437,1578711,0,0
200,340461476,1000,7727,53,1938,5736,10441,10097,248555,340360,170180,2564,11,0,0,1013,0,760,272,0,0,0,26648.1,0.0778653,11,11,0,5736,1938,26,27,2104,449,11,2492,61,7883,1744814,0,0
201,340461476,1000,7636,55,2029,5552,10434,10083,248694,349400,174700,2647,21,0,0,990,0,787,294,0,0,0,26515.1,0.0782938,21,21,0,5552,2029,29,26,2164,462,21,2623,67,8258,2004210,0,0
202,340461476,1000,7601,59,2070,5472,10387,10172,248660,336400,168200,2536,15,0,0,997,0,750,282,0,0,0,26554.9,0.0758875,15,15,0,5472,2070,25,34,2024,497,15,2709,67,8588,1922598,0,0
203,340461476,1000,7631,60,2146,5425,10368,10210,248598,333360,166680,2556,19,0,0,979,0,683,266,0,0,0,26622.4,0.0789384,19,19,0,5425,2146,19,41,2049,488,19,2823,71,8928,1799268,0,0
204,340461476,1000,7679,76,2217,5386,10370,10139,248367,354120,177060,2643,17,0,0,1009,0,708,253,0,0,0,26858.8,0.0798609,17,17,0,5386,2217,29,47,2071,555,17,2945,88,9243,2412900,0,0
205,340461476,1000,7655,99,2253,5303,10264,10081,248722,329920,164960,2567,18,0,0,976,0,716,284,0,0,0,26509,0.0758466,18,18,0,5303,2253,42,57,2000,549,18,3045,118,9422,3299405,0,0
206,340461476,1000,7706,104,2296,5306,10298,10050,248714,337640,168820,2566,27,0,0,1002,0,707,244,0,0,0,26521.9,0.0803497,27,27,0,5306,2296,44,60,1983,556,27,3143,131,9641,3646887,0,0
207,340461476,1000,7704,103,2352,5249,10291,10106,248636,346360,173180,2642,39,0,0,1009,0,756,255,0,0,0,26604.8,0.0785509,39,39,0,5249,2352,48,55,2007,596,39,3202,136,9860,3466122,0,0
208,340461476,1000,7737,104,2381,5252,10325,10095,248665,331280,165640,2557,28,0,0,1005,0,733,239,0,0,0,26580.4,0.0768124,28,28,0,5252,2381,45,59,1960,569,28,3243,139,10060,3423458,0,0
209,340461476,1000,7681,117,2385,5179,10194,10157,248707,334400,167200,2586,31,0,0,953,0,766,243,0,0,0,26542.8,0.0802354,31,31,0,5179,2385,53,64,1959,596,31,3275,166,10151,3961374,0,0
210,340461476,1000,7667,134,2372,5161,10216,10150,248779,344720,172360,2575,42,0,0,996,0,734,276,0,0,0,26475.2,0.0793745,42,42,0,5161,2372,54,80,1913,620,42,3316,190,10281,4598474,0,0
211,340461476,1000,7716,138,2368,5210,10298,10116,248496,336520,168260,2587,44,0,0,989,0,693,247,0,0,0,26762.3,0.0768019,44,44,0,5210,2368,55,83,1930,613,44,3341,177,10368,4679946,0,0
212,340461476,1000,7627,140,2336,5151,10269,10199,248489,340280,170140,2583,40,0,0,955,0,763,281,0,0,0,26773.3,0.0795267,40,40,0,5151,2336,50,90,1943,600,40,3274,180,10214,4798067,0,0
213,340461476,1000,7558,148,2284,5126,10336,10264,248253,337920,168960,2563,46,0,0,939,0,717,291,0,0,0,27013.2,0.0786802,46,46,0,5126,2284,58,90,1893,624,46,3230,204,10039,4835414,0,0
214,340461476,1000,7507,158,2254,5095,10354,10288,248760,339520,169760,2529,47,0,0,953,0,723,281,0,0,0,26509.9,0.0799395,47,47,0,5095,2254,62,96,1912,570,47,3190,220,9870,5112565,0,0
215,340461476,1000,7547,164,2198,5185,10413,10190,248602,335960,167980,2540,52,0,0,1010,0,711,259,0,0,0,26671.4,0.0780805,52,52,0,5185,2198,70,94,1895,593,52,3126,245,9680,5200721,0,0
216,340461476,1000,7522,176,2132,5214,10445,10205,248925,331720,165860,2575,51,0,0,946,0,720,251,0,0,0,26351.9,0.0793887,51,51,0,5214,2132,76,100,1931,593,51,3034,258,9461,5769009,0,0
217,340461476,1000,7570,201,2085,5284,10467,10119,248734,324720,162360,2449,48,0,0,1002,0,735,219,0,0,0,26546.2,0.0794401,48,48,0,5284,2085,87,114,1879,522,48,2981,307,9192,6604396,0,0
218,340461476,1000,7513,199,2069,5245,10451,10207,248745,331560,165780,2552,63,0,0,955,0,740,272,0,0,0,26538.4,0.081751,63,63,0,5245,2069,90,109,1960,529,63,2951,307,9046,6516164,0,0
219,340461476,1000,7509,206,2001,5302,10458,10153,248961,340120,170060,2533,68,0,0,997,0,731,270,0,0,0,26325.5,0.080041,68,68,0,5302,2001,98,108,1916,549,68,2829,322,8788,7004317,0,0
220,340461476,1000,7577,218,1922,5437,10477,10210,248527,323640,161820,2528,53,0,0,1018,0,669,281,0,0,0,26762.5,0.0774006,53,53,0,5437,1922,110,108,1953,522,53,2708,346,8481,7386859,0,0
221,340461476,1000,7536,222,1798,5516,10397,10326,248479,341600,170800,2572,67,0,0,1010,0,771,280,0,0,0,26813.3,0.0826921,67,67,0,5516,1798,111,111,1993,512,67,2538,365,7899,7484258,0,0
222,340461476,1000,7573,204,1756,5613,10439,10425,248461,335320,167660,2566,70,0,0,984,0,701,246,0,0,0,26834.1,0.0784934,70,70,0,5613,1756,104,100,1997,499,70,2447,358,7621,6898992,0,0
223,340461476,1000,7575,212,1641,5722,10435,10468,249007,326760,163380,2502,62,0,0,969,0,679,288,0,0,0,26290.8,0.0800254,62,62,0,5722,1641,108,104,1981,459,62,2281,349,7040,7139139,0,0
224,340461476,1000,7663,210,1596,5857,10434,10313,248895,354840,177420,2605,70,0,0,1049,0,691,270,0,0,0,26405.3,0.080459,70,70,0,5857,1596,97,113,2116,419,70,2184,328,6812,6621001,0,0
225,340461476,1000,7662,210,1553,5899,10450,10215,248808,344200,172100,2591,73,0,0,1012,0,756,257,0,0,0,26494.8,0.0744148,73,73,0,5899,1553,105,105,2073,445,73,2130,344,6611,6330353,0,0
226,340461476,1000,7675,221,1500,5954,10464,10057,248952,331080,165540,2517,59,0,0,1010,0,732,265,0,0,0,26353.2,0.076975,59,59,0,5954,1500,119,102,2074,384,59,2036,381,6331,7154468,0,0
227,340461476,1000,7667,223,1450,5994,10413,10262,248273,347800,173900,2590,65,0,0,986,0,730,264,0,0,0,27034.5,0.0795977,65,65,0,5994,1450,120,103,2156,369,65,1968,367,6083,7509072,0,0
228,340461476,1000,7713,211,1417,6085,10360,10234,248991,355240,177620,2630,77,0,0,1008,0,688,274,0,0,0,26318.8,0.0777301,77,77,0,6085,1417,107,104,2158,395,77,1893,337,5849,7263522,0,0
229,340461476,1000,7695,209,1369,6117,10324,10161,248222,334760,167380,2531,58,0,0,991,0,755,254,0,0,0,27089.9,0.0740872,58,58,0,6117,1369,116,93,2101,372,58,1834,317,5646,7273513,0,0
230,340461476,1000,7644,197,1396,6051,10325,10153,248998,354160,177080,2598,73,0,0,945,0,736,260,0,0,0,26316,0.0809234,73,73,0,6051,1396,114,83,2193,332,73,1860,300,5721,6834586,0,0
231,340461476,1000,7719,192,1411,6116,10335,10097,248771,361600,180800,2610,69,0,0,1049,0,708,266,0,0,0,26545,0.0743053,69,69,0,6116,1411,113,79,2162,379,69,1901,292,5792,6325862,0,0
232,340461476,1000,7714,195,1412,6107,10320,10084,248976,331800,165900,2557,58,0,0,1018,0,765,258,0,0,0,26341.9,0.0734098,58,58,0,6107,1412,108,87,2146,353,58,1889,324,5741,6505748,0,0
233,340461476,1000,7752,197,1497,6058,10316,10099,248640,358000,179000,2632,58,0,0,971,0,691,242,0,0,0,26679.7,0.0793908,58,58,0,6058,1497,106,91,2237,337,58,1996,338,5984,6630695,0,0
234,340461476,1000,7672,178,1550,5944,10304,10115,248705,351840,175920,2542,66,0,0,932,0,753,259,0,0,0,26616.5,0.0745244,66,66,0,5944,1550,91,87,2123,353,66,2076,307,6204,5543212,0,0
235,340461476,1000,7645,177,1628,5840,10340,10113,248755,346080,173040,2524,63,0,0,967,0,763,231,0,0,0,26568.2,0.0756494,63,63,0,5840,1628,89,88,2086,375,63,2190,296,6486,5658248,0,0
236,340461476,1000,7634,169,1774,5691,10368,10231,249108,363800,181900,2659,53,0,0,945,0,686,270,0,0,0,26216.9,0.076769,53,53,0,5691,1774,87,82,2199,407,53,2361,290,6903,5736208,0,0
237,340461476,1000,7623,159,1884,5580,10391,10222,248669,341920,170960,2517,52,0,0,943,0,720,234,0,0,0,26657.5,0.072064,52,52,0,5580,1884,81,78,2052,413,52,2508,261,7336,5353623,0,0
238,340461476,1000,7611,157,1991,5463,10360,10311,248627,339240,169620,2497,57,0,0,987,0,718,281,0,0,0,26701,0.0779641,57,57,0,5463,1991,85,72,1989,451,57,2669,242,7768,5196308,0,0
239,340461476,1000,7643,151,2164,5328,10273,10281,249167,352120,176060,2608,45,0,0,1042,0,754,256,0,0,0,26162.5,0.0787083,45,45,0,5328,2164,80,71,2081,482,45,2990,222,8607,4826539,0,0
240,340461476,1000,7712,139,2343,5230,10264,10194,249131,341760,170880,2623,52,0,0,1029,0,698,262,0,0,0,26199.9,0.0742999,52,52,0,5230,2343,66,73,2064,507,52,3298,189,9428,4358553,0,0
241,340461476,1000,7724,139,2569,5016,10234,10158,248847,323040,161520,2551,39,0,0,990,0,724,254,0,0,0,26485.3,0.0766617,39,39,0,5016,2569,67,72,1959,553,39,3713,191,10547,4512152,0,0
242,340461476,1000,7761,136,2739,4886,10320,10192,248636,344400,172200,2602,47,0,0,1042,0,724,281,0,0,0,26697.6,0.0819876,47,47,0,4886,2739,65,71,1938,617,47,4094,193,11470,4488406,0,0
243,340461476,1000,7731,124,2991,4616,10338,10233,248506,351360,175680,2699,47,0,0,933,0,679,284,0,0,0,26828.9,0.0775192,47,47,0,4616,2991,53,71,2019,633,47,4631,195,12728,4465812,0,0
244,340461476,1000,7816,136,3212,4468,10322,10276,248320,332840,166420,2543,36,0,0,1007,0,668,254,0,0,0,27016.2,0.0763573,36,36,0,4468,3212,51,85,1759,748,36,5187,213,14134,4873574,0,0
245,340461476,1000,7692,130,3409,4153,10384,10388,248088,334880,167440,2615,43,0,0,920,0,760,284,0,0,0,27249.3,0.0811686,43,43,0,4153,3409,42,88,1826,746,43,5653,221,15321,4502536,0,0
246,340461476,1000,7706,126,3580,4000,10399,10181,249146,347400,173700,2601,43,0,0,1008,0,712,282,0,0,0,26192.5,0.0813705,43,43,0,4000,3580,34,92,1734,824,43,6195,200,16609,4088973,0,0
247,340461476,1000,7706,127,3698,3881,10355,10173,248804,325760,162880,2600,32,0,0,1006,0,726,280,0,0,0,26535.6,0.0753958,32,32,0,3881,3698,25,102,1654,914,32,6677,214,17717,3852601,0,0
248,340461476,1000,7618,134,3877,3607,10357,10217,248526,323280,161640,2592,42,0,0,960,0,778,270,0,0,0,26814.7,0.0814575,42,42,0,3607,3877,22,112,1679,871,42,7264,226,18858,4005792,0,0
249,340461476,1000,7605,140,4051,3414,10411,10203,248508,319320,159660,2520,41,0,0,1001,0,754,260,0,0,0,26833.7,0.0829456,41,41,0,3414,4051,19,121,1563,916,41,7848,245,19923,4408336,0,0
250,340461476,1000,7526,144,4200,3182,10372,10340,249250,315720,157860,2570,39,0,0,923,0,743,259,0,0,0,26092.7,0.0840338,39,39,0,3182,4200,18,126,1548,983,39,8562,239,21320,4641990,0,0
251,340461476,1000,7525,161,4292,3072,10433,10489,248529,318280,159140,2514,47,0,0,991,0,734,258,0,0,0,26814.7,0.082645,47,47,0,3072,4292,14,147,1411,1056,47,9122,238,22439,4929784,0,0
252,340461476,1000,7617,170,4425,3022,10487,10456,248860,309880,154940,2525,51,0,0,1040,0,681,267,0,0,0,26484.6,0.0842486,51,51,0,3022,4425,18,152,1414,1060,51,9889,258,23619,5175423,0,0
253,340461476,1000,7577,171,4560,2846,10488,10548,248358,314240,157120,2594,52,0,0,1000,0,744,296,0,0,0,26987.4,0.0854672,52,52,0,2846,4560,20,151,1439,1103,52,10667,254,24996,5334673,0,0
254,340461476,1000,7552,192,4624,2736,10568,10434,249111,305880,152940,2521,54,0,0,1023,0,763,285,0,0,0,26235.3,0.0858816,54,54,0,2736,4624,21,171,1355,1112,54,11336,308,26039,6310888,0,0
255,340461476,1000,7635,204,4733,2698,10593,10249,248874,306640,153320,2591,59,0,0,1036,0,696,257,0,0,0,26473.1,0.0857698,59,59,0,2698,4733,18,186,1360,1172,59,12067,402,27396,7029357,0,0
256,340461476,1000,7587,219,4827,2541,10628,10211,248741,314600,157300,2621,63,0,0,994,0,739,303,0,0,0,26606.9,0.0863328,63,63,0,2541,4827,14,205,1352,1206,63,12770,468,28517,7733825,0,0
